Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-01-13,369.688,371.867,342.18,343.853,97209792
2022-01-14,339.96,350.667,337.793,349.87,72924411
2022-01-18,342.202,356.93,338.687,343.503,66989409
2022-01-19,347.235,351.557,331.667,331.883,75442488
2022-01-20,336.577,347.22,331.333,332.09,70488744
2022-01-21,332.113,334.85,313.5,314.633,103416027
2022-01-24,301.587,311.171,283.823,310,152375142
2022-01-25,304.733,317.087,301.07,306.133,86595906
2022-01-26,317.477,329.23,302,312.47,104867283
2022-01-27,311.12,311.797,276.333,276.367,147109569
2022-01-28,277.187,285.833,264.003,282.117,134788950
2022-01-31,290.903,312.663,287.35,312.24,104436096
2022-02-01,311.737,314.567,301.667,310.417,73138338
2022-02-02,309.393,310.5,296.47,301.887,66793035
2022-02-03,294,312.333,293.507,297.047,78855558
2022-02-04,299.073,312.167,293.723,307.773,73625466
2022-02-07,307.93,315.923,300.903,302.447,60994464
2022-02-08,301.843,308.763,298.267,307.333,50729013
2022-02-09,311.667,315.423,306.667,310.667,52259544
2022-02-10,302.79,314.603,298.9,301.517,66126831
2022-02-11,303.21,305.32,283.567,286.667,79645869
2022-02-14,287.19,299.627,284.383,291.92,67756416
2022-02-15,300,307.667,297.792,307.477,57649542
2022-02-16,304.683,308.81,300.403,307.797,51294396
2022-02-17,304.42,306.167,291.367,292.117,55178418
2022-02-18,295.333,295.623,279.203,285.66,68501841
2022-02-22,278.043,285.578,267.033,273.843,83288202
2022-02-23,276.81,278.433,253.52,254.68,95257008
2022-02-24,233.463,267.493,233.333,266.923,135322275
2022-02-25,269.743,273.167,260.8,269.957,76067763
2022-02-28,271.67,292.287,271.569,290.143,99006867
2022-03-01,289.893,296.627,284.593,288.123,74766861
2022-03-02,290.71,295.493,281.424,293.297,74643438
2022-03-03,292.923,295.48,277.533,279.763,61623507
2022-03-04,283.033,285.217,275.054,279.43,67179861
2022-03-07,285.433,288.713,268.19,268.193,72494172
2022-03-08,265.177,283.33,260.723,274.8,80399106
2022-03-09,279.827,286.853,277.337,286.323,59183979
2022-03-10,283.817,284.817,270.12,279.433,58648644
2022-03-11,280.066,281.267,264.59,265.117,67037166
2022-03-14,260.203,266.9,252.013,255.457,71152263
2022-03-15,258.423,268.523,252.19,267.297,66841143
2022-03-16,269.667,280.667,267.42,280.077,84028821
2022-03-17,276.997,291.667,275.239,290.533,66582972
2022-03-18,291.497,302.617,289.13,301.797,100414191
2022-03-21,304.993,314.283,302.363,307.053,81981648
2022-03-22,310,332.62,307.25,331.327,105868557
2022-03-23,326.647,346.9,325.467,333.037,120676149
2022-03-24,336.577,341.497,329.6,337.973,68920878
2022-03-25,336,340.6,332.44,336.88,62031546
2022-03-28,355.033,365.96,351.2,363.947,102506079
2022-03-29,369.33,371.59,357.703,366.523,73614819
2022-03-30,363.723,371.317,361.333,364.663,59865006
2022-03-31,364.857,367.713,358.88,359.2,48992757
2022-04-01,360.383,364.917,355.547,361.53,54263223
2022-04-04,363.127,383.303,357.51,381.817,82177701
2022-04-05,378.767,384.29,362.433,363.753,80075019
2022-04-06,357.823,359.667,342.567,348.587,89348535
2022-04-07,350.797,358.863,340.513,352.42,79447059
2022-04-08,347.737,349.48,340.812,341.83,55013688
2022-04-11,326.8,336.156,324.88,325.31,59357205
2022-04-12,332.547,340.397,325.533,328.983,65976096
2022-04-13,327.025,342.08,324.366,340.79,55121211
2022-04-14,333.097,337.57,327.397,328.333,58422405
2022-04-18,329.677,338.307,324.47,334.763,51715221
2022-04-19,335.02,344.98,331.775,342.717,49847832
2022-04-20,343.333,344.667,325.083,325.733,70711326
2022-04-21,358.243,364.073,332.138,336.26,105416337
2022-04-22,338.303,344.95,331.333,335.017,69696558
2022-04-25,326.323,336.207,325.1,332.673,68341335
2022-04-26,331.81,333.333,291.667,292.14,136133667
2022-04-27,299.527,306,292.453,293.837,76956396
2022-04-28,299.993,300,273.9,292.503,124948527
2022-04-29,300.75,311.467,290,290.253,88132995
2022-05-02,286.923,302.12,282.677,300.98,75781371
2022-05-03,301.06,308.027,296.197,303.083,63709575
2022-05-04,301.313,318.5,295.093,317.54,81643704
2022-05-05,313.07,315.2,285.9,291.093,92519193
2022-05-06,295.667,296,281.035,288.55,72903111
2022-05-09,278.817,281.877,260.383,262.37,90810222
2022-05-10,273.103,275.12,258.083,266.68,84401631
2022-05-11,265,269.923,242.4,244.667,97224459
2022-05-12,233.667,253.22,226.667,242.667,140312862
2022-05-13,257.827,262.45,250.522,256.53,92150724
2022-05-16,255.72,256.587,239.696,241.457,86098539
2022-05-17,249.12,254.827,242.95,253.87,80236110
2022-05-18,248.173,253.5,233.603,236.603,87811812
2022-05-19,235.667,244.667,231.37,236.473,90296673
2022-05-20,237.997,240.527,211,221.3,144973305
2022-05-23,218.34,226.652,212.687,224.967,88903638
2022-05-24,217.843,217.973,206.857,209.387,89092515
2022-05-25,207.95,223.107,207.67,219.6,92139324
2022-05-26,220.473,239.557,217.887,235.91,106003344
2022-05-27,241.083,253.267,240.177,253.21,89294982
2022-05-31,257.947,259.6,244.743,252.753,101914371
2022-06-01,251.72,257.327,243.64,246.79,77247963
2022-06-02,244.157,264.21,242.067,258.333,93473118
2022-06-03,243.225,247.797,233.418,234.517,112393737
2022-06-06,244.353,244.867,234.35,238.28,84204522
2022-06-07,234,239.997,230.093,238.887,72808602
2022-06-08,240.087,249.963,239.177,241.867,76210620
2022-06-09,249.34,255.547,239.327,239.707,96491307
2022-06-10,235.157,239.5,227.913,232.23,98090898
2022-06-13,223.167,226.633,214.683,215.737,102767262
2022-06-14,218.287,226.33,211.737,220.89,97988796
2022-06-15,220.917,235.663,218.15,233,119131935
2022-06-16,222.737,225.167,208.693,213.1,107390700
2022-06-17,213.433,220.969,213.197,216.76,92641770
2022-06-21,224.603,243.577,224.333,237.037,122792955
2022-06-22,234.503,246.833,233.827,236.087,101527260
2022-06-23,237.905,239.317,228.637,235.07,104202678
2022-06-24,237.468,246.067,236.087,245.707,95770695
2022-06-27,249.367,252.07,242.566,244.92,89178312
2022-06-28,244.483,249.97,232.343,232.663,90666501
2022-06-29,230.5,231.173,222.273,228.49,82897254
2022-06-30,224.51,229.457,218.863,224.473,94600452
2022-07-01,227,230.23,222.12,227.263,74460444
2022-07-05,223,233.147,216.167,233.067,84779112
2022-07-06,230.78,234.563,227.187,231.733,71853630
2022-07-07,233.92,245.362,232.21,244.543,81930690
2022-07-08,242.333,254.98,241.161,250.763,101854086
2022-07-11,252.103,253.063,233.627,234.343,99509220
2022-07-12,236.847,239.773,228.368,233.07,87930960
2022-07-13,225.5,242.06,225.033,237.04,97954497
2022-07-14,234.897,238.653,229.333,238.313,78557499
2022-07-15,240,243.623,236.89,240.067,69683019
2022-07-18,244.937,250.517,239.603,240.547,82537428
2022-07-19,245,247.14,236.977,245.53,80890110
2022-07-20,246.783,250.663,243.483,247.5,88864089
2022-07-21,255.107,273.267,254.867,271.707,142032177
2022-07-22,276.22,280.787,270.713,272.243,103472847
2022-07-25,272.217,274.147,267.4,268.433,64073505
2022-07-26,266.513,267.31,256.263,258.86,66820758
2022-07-27,263.81,275.926,261.79,274.82,88109988
2022-07-28,280.067,283.3,272.8,280.9,84722991
2022-07-29,280.7,298.32,279.1,297.15,95312883
2022-08-01,301.275,311.878,295,297.277,117042888
2022-08-02,294.003,307.833,292.667,300.587,95577468
2022-08-03,305,309.55,301.15,307.397,80091105
2022-08-04,311,313.607,305,308.633,72256317
2022-08-05,302.67,304.607,285.545,288.17,113172897
2022-08-08,295,305.2,289.085,290.423,99365274
2022-08-09,290.293,292.397,279.353,283.333,86244681
2022-08-10,297.067,297.51,283.37,294.357,94918872
2022-08-11,296.513,298.237,285.833,286.63,70155045
2022-08-12,289.415,300.16,285.033,300.03,79657287
2022-08-15,301.787,313.133,301.23,309.32,89359167
2022-08-16,311.667,314.667,302.883,306.563,88136322
2022-08-17,303.397,309.657,300.033,303.997,68765970
2022-08-18,306,306.5,301.853,302.87,47500536
2022-08-19,299,300.36,292.5,296.667,61395387
2022-08-22,291.913,292.4,286.297,289.913,55843347
2022-08-23,291.453,298.827,287.923,296.453,63985044
2022-08-24,297.563,303.647,296.5,297.097,57259716
2022-08-25,302.36,302.96,291.6,296.07,53230013
2022-08-26,297.43,302,287.47,288.09,57163947
2022-08-29,282.83,287.74,280.7,284.82,41864742
2022-08-30,287.865,288.48,272.65,277.7,50541759
2022-08-31,280.62,281.25,271.81,275.61,52107337
2022-09-01,272.575,277.58,266.15,277.16,54287024
2022-09-02,281.065,282.35,269.08,270.21,50890090
2022-09-06,272.675,275.99,265.74,274.42,55859984
2022-09-07,273.1,283.84,272.27,283.7,50028916
2022-09-08,281.3,289.5,279.76,289.26,53713124
2022-09-09,291.67,299.85,291.245,299.68,54470854
2022-09-12,300.72,305.49,300.4,304.42,48674604
2022-09-13,292.9,297.3999,290.4,292.13,68229619
2022-09-14,292.13,306,291.64,302.61,72628653
2022-09-15,301.825,309.12,300.7247,303.75,64795523
2022-09-16,299.605,303.71,295.6005,303.35,87087786
2022-09-19,300.09,309.84,297.8,309.07,60231156
2022-09-20,306.91,313.33,305.58,308.73,61642783
2022-09-21,308.29,313.8,300.63,300.8,62555656
2022-09-22,299.86,301.29,285.82,288.59,70545413
2022-09-23,283.09,284.5,272.82,275.33,63748362
2022-09-26,271.83,284.09,270.31,276.01,58076913
2022-09-27,283.84,288.67,277.51,282.94,61925185
2022-09-28,283.08,289,277.57,287.81,54664809
2022-09-29,282.76,283.65,265.78,268.21,77620642
2022-09-30,266.145,275.57,262.47,265.25,67726598
2022-10-03,254.5,255.16,241.01,242.4,98363541
2022-10-04,250.53,257.5,242.01,249.44,109578535
2022-10-05,245.01,246.6697,233.27,240.81,86982673
2022-10-06,239.44,244.58,235.35,238.13,69298437
2022-10-07,233.935,234.5715,222.02,223.07,83916800
2022-10-10,223.93,226.99,218.3582,222.96,67925018
2022-10-11,220.945,225.75,215,216.5,77013202
2022-10-12,215.33,219.2999,211.51,217.24,66860699
2022-10-13,208.3,222.99,206.22,221.72,91483045
2022-10-14,224.01,226.26,204.16,204.99,94124511
2022-10-17,210.04,221.86,209.45,219.35,79428810
2022-10-18,229.5,229.82,217.25,220.19,75891905
2022-10-19,219.8,222.93,217.78,222.04,66571479
2022-10-20,208.28,215.55,202,207.28,117798062
2022-10-21,206.415,214.66,203.8,214.44,75713754
2022-10-24,205.82,213.5,198.5863,211.25,100446765
2022-10-25,210.1,224.3498,210,222.415,96507870
2022-10-26,219.4,230.6,218.2,224.64,85327078
2022-10-27,229.77,233.81,222.85,225.09,61638824
2022-10-28,225.4,228.86,216.35,228.52,69152386
2022-10-31,226.19,229.85,221.94,227.54,61554341
2022-11-01,234.05,237.3951,227.28,227.82,62688822
2022-11-02,226.04,227.8699,214.82,214.98,63070293
2022-11-03,211.36,221.2,210.14,215.31,56538848
2022-11-04,222.6,223.8,203.08,207.47,98622212
2022-11-07,208.65,208.9,196.66,197.08,93916520
2022-11-08,194.02,195.2,186.75,191.3,128803404
2022-11-09,190.775,195.89,177.12,177.59,127062659
2022-11-10,189.9,191,180.03,190.72,132703015
2022-11-11,186,196.52,182.59,195.97,114403575
2022-11-14,192.77,195.73,186.34,190.95,92226649
2022-11-15,195.88,200.8237,192.06,194.42,91293785
2022-11-16,191.51,192.57,185.66,186.92,66567599
2022-11-17,183.96,186.16,180.9,183.17,64335970
2022-11-18,185.05,185.19,176.55,180.19,76048866
2022-11-21,175.85,176.77,167.54,167.87,92882712
2022-11-22,168.63,170.92,166.185,169.91,78452327
2022-11-23,173.57,183.62,172.5,183.2,109536709
2022-11-25,185.06,185.2,180.63,182.86,50672739
2022-11-28,179.96,188.5,179,182.92,93038148
2022-11-29,184.99,186.38,178.75,180.83,83357111
2022-11-30,182.43,194.76,180.6301,194.7,109186404
2022-12-01,197.08,198.92,191.8,194.7,80046213
2022-12-02,191.78,196.25,191.11,194.86,73645922
2022-12-05,189.44,191.27,180.55,182.45,93122667
2022-12-06,181.215,183.65,175.33,179.82,92150823
2022-12-07,175.03,179.38,172.218,174.04,84213284
2022-12-08,172.2,175.2,169.06,173.44,97624491
2022-12-09,173.84,182.5,173.36,179.05,104872336
2022-12-12,176.1,177.37,167.52,167.82,109794471
2022-12-13,174.87,175.05,156.91,160.95,175862722
2022-12-14,159.25,161.62,155.31,156.8,140682338
2022-12-15,153.44,160.9299,153.28,157.67,122334459
2022-12-16,159.635,160.99,150.04,150.23,139032175
2022-12-19,154,155.25,145.82,149.87,139390634
2022-12-20,146.05,148.47,137.66,137.8,159563267
2022-12-21,139.335,141.26,135.89,137.57,145417412
2022-12-22,136,136.63,122.26,125.35,210090250
2022-12-23,126.37,128.6173,121.02,123.15,166989688
2022-12-27,117.495,119.67,108.76,109.1,208643444
2022-12-28,110.35,116.27,108.24,112.71,221070537
2022-12-29,120.385,123.57,117.495,121.82,221923313
2022-12-30,119.95,124.48,119.75,123.18,157777339
2023-01-03,118.47,118.8,104.64,108.1,231402818
2023-01-04,109.11,114.59,107.52,113.64,180388976
2023-01-05,110.51,111.75,107.1601,110.34,157986324
2023-01-06,103,114.39,101.81,113.06,220911051
2023-01-09,118.96,123.52,117.11,119.77,190283951
2023-01-10,121.07,122.76,114.92,118.85,167642485
2023-01-11,122.09,125.95,120.51,123.22,183810771
2023-01-12,122.56,124.1311,117,123.56,169400913
2023-01-13,116.55,122.63,115.6,122.4,180714119
2023-01-17,125.695,131.7,125.02,131.49,186476985
2023-01-18,136.555,136.68,127.01,128.78,195680318
2023-01-19,127.26,129.99,124.3082,127.17,170291880
2023-01-20,128.68,133.51,127.3466,133.42,138858136
2023-01-23,135.87,145.3793,134.27,143.75,203119211
2023-01-24,143,146.5,141.1,143.89,158699056
2023-01-25,141.905,146.41,138.07,144.43,192734347
2023-01-26,159.965,161.42,154.76,160.27,234815090
2023-01-27,162.43,180.68,161.17,177.9,306590613
2023-01-30,178.05,179.77,166.5,166.66,230878807
2023-01-31,164.57,174.3,162.78,173.22,196813541
2023-02-01,173.89,183.805,169.93,181.41,213806323
2023-02-02,187.325,196.7501,182.61,188.27,217448287
2023-02-03,183.95,199,183.69,189.98,232662023
2023-02-06,193.01,198.17,189.92,194.76,186188131
2023-02-07,196.43,197.5,189.55,196.81,186010325
2023-02-08,196.1,203,194.31,201.29,180673644
2023-02-09,207.775,214,204.77,207.32,215431442
2023-02-10,202.225,206.2,192.89,196.89,204754129
2023-02-13,194.415,196.3,187.61,194.64,172475452
2023-02-14,191.94,209.82,189.44,209.25,216455708
2023-02-15,211.755,214.66,206.11,214.24,182108581
2023-02-16,210.78,217.65,201.84,202.04,229586538
2023-02-17,199.985,208.44,197.5,208.31,213738549
2023-02-21,204.99,209.71,197.22,197.37,180018588
2023-02-22,197.93,201.99,191.78,200.86,191828457
2023-02-23,203.91,205.14,196.33,202.07,146359950
2023-02-24,196.325,197.6695,192.8,196.88,142228105
2023-02-27,202.03,209.42,201.26,207.63,161028315
2023-02-28,210.59,211.23,203.75,205.71,153144912
2023-03-01,206.21,207.2,198.52,202.77,156852790
2023-03-02,186.74,193.7499,186.01,190.9,181979154
2023-03-03,194.795,200.48,192.88,197.79,154193277
2023-03-06,198.54,198.6,192.3,193.81,128100106
2023-03-07,191.38,194.2,186.1,187.71,148125790
2023-03-08,185.04,186.5,180,182,151897763
2023-03-09,180.25,185.18,172.5124,172.92,170023794
2023-03-10,175.13,178.29,168.44,173.44,191488872
2023-03-13,167.455,177.35,163.91,174.48,167790256
2023-03-14,177.31,183.8,177.1401,183.26,143717897
2023-03-15,180.8,182.34,176.03,180.45,145995583
2023-03-16,180.365,185.81,178.84,184.13,121374453
2023-03-17,184.515,186.2199,177.33,180.13,133197140
2023-03-20,178.08,186.44,176.35,183.25,129684359
2023-03-21,188.28,198,188.04,197.58,153391444
2023-03-22,199.3,200.66,190.95,191.15,150376373
2023-03-23,195.26,199.31,188.65,192.22,144193876
2023-03-24,191.65,192.36,187.15,190.41,116531584
2023-03-27,194.415,197.39,189.94,191.81,120851587
2023-03-28,192,192.35,185.43,189.19,98654635
2023-03-29,193.13,195.29,189.44,193.88,123660026
2023-03-30,195.58,197.33,194.42,195.28,110252238
2023-03-31,197.53,207.79,197.2,207.46,170222118
2023-04-03,199.91,202.6897,192.2,194.77,169545900
2023-04-04,197.32,198.7446,190.32,192.58,126463845
2023-04-05,190.515,190.68,183.76,185.52,133882493
2023-04-06,183.08,186.39,179.74,185.06,123857932
2023-04-10,179.94,185.1,176.11,184.51,142154637
2023-04-11,186.69,189.19,185.6475,186.79,115770892
2023-04-12,190.74,191.5846,180.31,180.54,150256278
2023-04-13,182.955,186.5,180.94,185.9,112932985
2023-04-14,183.95,186.28,182.01,185,96438664
2023-04-17,186.32,189.69,182.69,187.04,116662189
2023-04-18,187.15,187.69,183.5775,184.31,92067016
2023-04-19,179.1,183.5,177.65,180.59,125732687
2023-04-20,166.165,169.7,160.56,162.99,210970819
2023-04-21,164.8,166,161.3208,165.08,123538954
2023-04-24,164.65,165.65,158.61,162.55,140006559
2023-04-25,159.82,163.47,158.75,160.67,121999312
2023-04-26,160.29,160.67,153.14,153.75,153364142
2023-04-27,152.64,160.48,152.37,160.19,127015177
2023-04-28,160.9,165,157.32,164.31,122515812
2023-05-01,163.17,163.28,158.83,161.83,109015048
2023-05-02,161.88,165.49,158.93,160.31,128259744
2023-05-03,160.01,165,159.91,160.61,119727972
2023-05-04,162.71,162.95,159.65,161.2,95108492
2023-05-05,163.97,170.7899,163.51,170.06,107607259
2023-05-08,173.72,173.8,169.19,171.79,112249449
2023-05-09,168.95,169.82,166.56,169.15,88965043
2023-05-10,172.55,174.43,166.68,168.54,119840693
2023-05-11,168.7,173.57,166.79,172.08,103889930
2023-05-12,176.07,177.38,167.23,167.98,157849625
2023-05-15,167.655,169.76,164.5499,166.35,105592510
2023-05-16,165.65,169.5184,164.35,166.52,98288792
2023-05-17,168.41,174.5,167.185,173.86,125473558
2023-05-18,174.22,177.06,172.45,176.89,109520332
2023-05-19,177.17,181.95,176.31,180.14,136196668
2023-05-22,180.7,189.32,180.11,188.87,132001430
2023-05-23,186.2,192.96,185.26,185.77,156952130
2023-05-24,182.23,184.22,178.22,182.9,137605054
2023-05-25,186.54,186.78,180.58,184.47,96870719
2023-05-26,184.62,198.6,184.53,193.17,162061496
2023-05-30,200.1,204.48,197.53,201.16,128818746
2023-05-31,199.78,203.95,195.12,203.93,150711736
2023-06-01,202.59,209.8,199.37,207.52,148029931
2023-06-02,210.15,217.25,209.752,213.97,164398372
2023-06-05,217.8,221.29,214.52,217.61,151143052
2023-06-06,216.14,221.91,212.53,221.31,146911576
2023-06-07,228,230.8296,223.2,224.57,185710777
2023-06-08,224.22,235.23,223.01,234.86,164489739
2023-06-09,249.07,252.42,242.02,244.4,200242371
2023-06-12,247.94,250.97,244.59,249.83,150740523
2023-06-13,253.51,259.68,251.34,258.71,162384343
2023-06-14,260.17,261.57,250.5,256.79,170575536
2023-06-15,248.4,258.95,247.29,255.9,160171238
2023-06-16,258.92,263.6,257.2091,260.54,167915649
2023-06-20,261.5,274.75,261.12,274.45,165611217
2023-06-21,275.13,276.99,257.78,259.46,211797109
2023-06-22,250.77,265,248.25,264.61,166875944
2023-06-23,259.29,262.45,252.8,256.6,177460803
2023-06-26,254.2799,258.37,240.7,241.05,179990552
2023-06-27,243.24,250.3899,240.85,250.21,164968214
2023-06-28,249.7,259.88,248.89,256.24,159770797
2023-06-29,258.03,260.74,253.61,257.5,131283360
2023-06-30,260.6,264.45,259.89,261.77,112620784
2023-07-03,276.49,284.25,275.11,279.82,119685891
2023-07-05,278.82,283.85,277.6,282.48,131530862
2023-07-06,278.09,279.97,272.88,276.54,120707419
2023-07-07,278.43,280.78,273.77,274.43,113879174
2023-07-10,276.47,277.52,265.1,269.61,119425405
2023-07-11,268.65,270.9,266.37,269.79,91972358
2023-07-12,276.325,276.52,271.46,271.99,95672139
2023-07-13,274.59,279.45,270.6,277.9,112681458
2023-07-14,277.01,285.3,276.31,281.38,120062369
2023-07-17,286.625,292.23,283.57,290.38,131569593
2023-07-18,290.15,295.26,286.01,293.34,112434713
2023-07-19,296.04,299.29,289.5201,291.26,142355353
2023-07-20,279.56,280.93,261.2,262.9,175158273
2023-07-21,268,268,255.8,260.02,161796073
2023-07-24,255.85,269.85,254.12,269.06,137005037
2023-07-25,272.38,272.9,265,265.28,112757327
2023-07-26,263.25,268.04,261.75,264.35,95856177
2023-07-27,268.31,269.13,255.3,255.71,103697263
2023-07-28,259.86,267.25,258.2312,266.44,111446026
2023-07-31,267.48,269.08,263.78,267.43,84582172
2023-08-01,266.26,266.47,260.25,261.07,83645720
2023-08-02,255.57,259.52,250.49,254.11,101752865
2023-08-03,252.04,260.49,252,259.32,97829545
2023-08-04,260.97,264.77,253.11,253.86,99539907
2023-08-07,251.45,253.6511,242.76,251.45,111097943
2023-08-08,247.45,250.92,245.01,249.7,96642183
2023-08-09,250.87,251.1,241.9,242.19,101596324
2023-08-10,245.4,251.8,243,245.34,109498608
2023-08-11,241.77,243.79,238.02,242.65,99038642
2023-08-14,235.7,240.66,233.75,239.76,98595331
2023-08-15,238.73,240.5,232.61,232.96,88197599
2023-08-16,228.02,233.97,225.38,225.6,112484520
2023-08-17,226.06,226.74,218.83,219.22,120718417
2023-08-18,214.12,217.58,212.36,215.49,136276584
2023-08-21,221.5512,232.1343,220.58,231.28,135702671
2023-08-22,240.25,240.82,229.55,233.19,130597886
2023-08-23,229.34,238.98,229.29,236.86,101077635
2023-08-24,238.66,238.92,228.1801,230.04,99777432
2023-08-25,231.31,239,230.35,238.59,106612231
2023-08-28,242.58,244.38,235.35,238.82,107673727
2023-08-29,238.58,257.48,237.77,257.18,134047603
2023-08-30,254.2,260.51,250.59,256.9,121988437
2023-08-31,255.98,261.18,255.05,258.08,108861698
2023-09-01,257.26,259.0794,242.01,245.01,132541640
2023-09-05,245,258,244.86,256.49,129469565
2023-09-06,255.135,255.39,245.06,251.92,116959759
2023-09-07,245.07,252.81,243.265,251.49,115312886
2023-09-08,251.22,256.52,246.67,248.5,118559635
2023-09-11,264.27,274.85,260.61,273.58,174667852
2023-09-12,270.76,278.39,266.6,267.48,135999866
2023-09-13,270.07,274.98,268.1,271.3,111673737
2023-09-14,271.32,276.7094,270.42,276.04,107709842
2023-09-15,277.55,278.98,271,274.39,133692313
2023-09-18,271.16,271.44,263.7601,265.28,101543305
2023-09-19,264.35,267.85,261.2,266.5,103704040
2023-09-20,267.04,273.93,262.4606,262.59,122514643
2023-09-21,257.85,260.86,254.21,255.7,119951516
2023-09-22,257.4,257.7888,244.48,244.88,127524083
2023-09-25,243.38,247.1,238.31,246.99,104636557
2023-09-26,242.98,249.55,241.6601,244.12,101993631
2023-09-27,244.262,245.33,234.58,240.5,136597184
2023-09-28,240.02,247.55,238.65,246.38,117058870
2023-09-29,250,254.77,246.35,250.22,128522729
2023-10-02,244.81,254.2799,242.62,251.6,123810402
2023-10-03,248.61,250.02,244.45,246.53,101985305
2023-10-04,248.14,261.86,247.6,261.16,129721567
2023-10-05,260,263.6,256.25,260.05,119159214
2023-10-06,253.98,261.65,250.65,260.53,118121812
2023-10-09,255.31,261.36,252.05,259.67,101377947
2023-10-10,257.75,268.94,257.65,263.62,122656030
2023-10-11,266.2,268.6,260.9,262.99,103706266
2023-10-12,262.92,265.41,256.6307,258.87,111508114
2023-10-13,258.9,259.6,250.22,251.12,102296786
2023-10-16,250.05,255.3999,248.48,253.92,88917176
2023-10-17,250.1,257.183,247.08,254.85,93562909
2023-10-18,252.7,254.63,242.08,242.68,125147846
2023-10-19,225.95,230.61,216.78,220.11,170772713
2023-10-20,217.01,218.8606,210.42,211.99,138010095
2023-10-23,210,216.98,202.51,212.08,150683368
2023-10-24,216.5,222.05,214.11,216.52,118231113
2023-10-25,215.88,220.1,212.2,212.42,107065087
2023-10-26,211.32,214.8,204.88,205.76,115112635
2023-10-27,210.6,212.41,205.77,207.3,94881173
2023-10-30,209.28,210.88,194.67,197.36,136448167
2023-10-31,196.12,202.8,194.07,200.84,118068273
2023-11-01,204.04,205.99,197.85,205.66,121661656
2023-11-02,212.97,219.2,211.45,218.51,125987621
2023-11-03,221.15,226.3701,218.4,219.96,119534790
2023-11-06,223.98,226.32,215,219.27,117335820
2023-11-07,219.98,223.12,215.72,222.18,116900130
2023-11-08,223.15,224.15,217.64,222.11,106584841
2023-11-09,219.75,220.8,206.68,209.98,142110454
2023-11-10,210.03,215.38,205.69,214.65,131310128
2023-11-13,215.6,225.4,211.6101,223.71,140447569
2023-11-14,235.03,238.135,230.72,237.41,149771642
2023-11-15,239.29,246.7,236.45,242.84,150353975
2023-11-16,239.49,240.88,230.96,233.59,136816819
2023-11-17,232,237.39,226.54,234.3,142766234
